Wspd,Wdir,Ndir
0.387025983,-0.031046747,-0.721340192
0.063327894,0.194145765,-0.721340192
0.557104639,0.196676018,-0.721340192
0.189515285,-0.145920231,-0.721340192
0.584536681,-0.364787111,-0.721340192
0.367823554,-0.301783812,-0.721340192
0.485781332,-0.371871819,-0.721340192
0.307473063,-0.271926827,-0.721340192
0.033152649,-0.201838821,-0.721340192
0.480294923,-0.104171057,-0.721340192
0.546131823,0.016268983,-0.721340192
0.548875027,-0.465238153,-0.721340192
0.694264846,-0.475865215,-0.721340192
0.60373911,-0.545447171,-0.721340192
0.45834929,-0.541904817,-0.721340192
0.463835699,-0.062168858,-0.721340192
0.590023089,-0.498131441,-0.721340192
0.600995905,-0.477889417,-0.721340192
0.864343503,-0.429308561,-0.721340192
0.828681849,-0.675249147,-0.721340192
0.943896423,-0.840221639,-0.721340192
0.974071668,-0.790628681,-0.721340192
0.90274836,-0.762036823,-0.721340192
0.894518748,-0.745590179,-0.721340192
0.96858526,-0.685876209,-0.721340192
1.081056629,-0.635524176,-0.721340192
0.921950789,-0.621354759,-0.721340192
0.932923606,-0.606426267,-0.721340192
0.891775544,-0.098604501,-0.807785069
0.919207585,-0.057108352,-0.80512046
1.108488671,0.002099567,-0.804934557
1.281310531,-0.092784919,-0.769179221
1.388295493,-0.062168858,-0.804438816
1.330688206,-0.089242565,-0.804996525
1.163352754,-0.073808022,-0.80512046
1.122204691,-0.044710113,-0.80512046
1.086543038,-0.067229364,-0.80512046
1.160609549,-0.139594598,-0.80512046
1.28679694,-0.063180959,-0.843850243
1.116718283,0.006147971,-0.852277844
1.177068774,-0.005997243,-0.852339812
1.281310531,-0.014347078,-0.852339812
1.327945002,0.03094445,-0.852339812
1.402011513,-0.040661708,-0.852339812
1.518206743,0.00620592,-0.852286442
1.673588723,0.090911445,-0.852339812
1.794289705,0.089393293,-0.852587682
1.528198904,0.020317388,-0.852587682
1.311485777,-0.051794821,-0.852587682
1.423957147,7.54E-05,-0.852587682
1.201757611,-0.05078272,-0.852587682
1.223703245,-0.11909955,-0.852587682
1.262108102,-0.077350376,-0.852587682
1.341661022,-0.142630902,-0.852587682
1.292283348,-0.122894929,-0.852587682
1.295026552,-0.158824521,-0.862068733
1.305999369,0.032715627,-0.900054905
1.396525105,0.047897145,-0.900054905
1.511739679,0.042077563,-0.886731859
1.462362005,-0.097845425,-0.878056388
1.657129498,0.017028059,-0.900240808
1.755884847,0.058777233,-0.900240808
1.602265416,0.011714528,-0.900240808
1.621467844,-0.083676008,-0.900240808
1.659872702,-0.116063246,-0.900240808
1.594035803,-0.153004939,-0.900240808
1.640670273,-0.090760717,-0.900240808
1.832694563,-0.046987341,-0.900240808
1.862869809,-0.034842126,-0.900240808
1.758628051,-0.121123752,-0.900240808
1.717479989,-0.122388878,-0.900240808
1.925963504,-0.122135853,-0.900240808
2.063123711,-0.085447185,-0.900240808
2.041178077,0.015256882,-0.900240808
2.076839731,-0.057614403,-0.900240808
2.054894098,-0.048758518,-0.900240808
2.093298956,-0.066470288,-0.900240808
2.08232614,-0.156547293,-0.900240808
1.96985477,-0.203356973,-0.900240808
1.832694563,-0.197284366,-0.900240808
1.657129498,-0.098857526,-0.929117734
1.563860558,-0.013841027,-0.951488057
1.626954253,-0.059638605,-0.951488057
1.654386294,-0.045469189,-0.951488057
1.701020764,0.016015958,-0.951488057
1.640670273,0.003111668,-0.951488057
1.489794046,-0.043444986,-0.951488057
1.344404227,-0.073808022,-0.951488057
1.33343141,-0.073808022,-0.951488057
1.289540144,-0.110496689,-0.951488057
1.621467844,-0.077603401,-0.951488057
1.511739679,-0.092784919,-0.951488057
1.514482883,-0.044710113,-0.951488057
1.862869809,0.067127067,-0.951488057
1.555630945,-0.05078272,-0.913749756
1.797032909,-0.076844325,-0.897762102
1.832694563,-0.054578099,-0.897762102
1.832694563,-0.040661708,-0.897762102
1.583062987,-0.046987341,-0.897762102
1.753141643,0.06105446,-0.892432884
1.950652341,-0.013841027,-0.875267844
2.027462057,-0.075832224,-0.861449057
1.972597974,-0.025733216,-0.867274016
1.659872702,0.025883944,-0.866406469
1.934193116,-0.048252467,-0.867274016
1.980827586,-0.034589101,-0.867274016
1.879329033,-0.150980737,-0.867274016
2.030205261,-0.046734315,-0.867274016
2.156392651,-0.064699111,-0.867274016
2.054894098,-0.054578099,-0.867274016
2.131703814,0.036511007,-0.867274016
2.279836837,-0.046987341,-0.867274016
2.030205261,-0.061662808,-0.867274016
1.961625158,0.015762933,-0.867274016
1.871099421,-0.038131455,-0.867274016
1.808005726,-0.051541796,-0.82544585
1.621467844,-0.060650706,-0.850480782
1.640670273,-0.039902632,-0.843726308
1.854640196,-0.079374578,-0.867521887
1.816235338,-0.006503293,-0.852463747
1.89030185,-0.072795921,-0.831580648
1.928706708,-0.126690308,-0.790000352
1.989057199,-0.069759617,-0.803943074
1.711993581,-0.071024744,-0.85977593
1.838180971,-0.012828926,-0.822037629
1.854640196,-0.105436184,-0.822471403
1.706507173,-0.073808022,-0.820984179
1.906761075,-0.137570396,-0.820550406
1.541914924,-0.043191961,-0.849613235
1.451389188,-0.036866329,-0.833811483
1.720223193,-0.105942234,-0.762238844
1.725709602,-0.088483489,-0.807909004
1.478821229,-0.013588002,-0.845461402
1.637927069,-0.061156757,-0.767072321
1.500766862,-0.103158956,-0.769674962
1.374579472,-0.086965337,-0.763973938
1.503510067,-0.015865229,-0.823648788
1.229189653,-0.087724413,-0.795453506
1.163352754,-0.093290969,-0.831394745
1.215473632,-0.060144656,-0.755298466
1.308742573,-0.067229364,-0.776243533
1.14140712,-0.066470288,-0.856739515
1.09477265,-0.001442788,-0.746313157
1.138663916,-0.098351475,-0.732432402
0.990530893,-0.098351475,-0.888466954
0.990530893,-0.032817924,-0.870186496
1.1276911,-0.043951037,-0.846948626
1.177068774,-0.02067271,-0.792479059
0.69700805,-0.091013742,-0.793966282
0.80947942,-0.062168858,-0.872479299
1.020706138,-0.063433985,-0.810015904
1.04813818,-0.054325074,-0.847010594
0.954869239,-0.005997243,-0.797808277
0.96858526,-0.049517593,-0.71824181
1.130434304,-0.018395482,-0.760689652
0.845141074,-0.076844325,-0.735964559
1.042651771,-0.074061047,-0.760255879
1.135920712,-0.061662808,-0.741293777
0.960355647,-0.065711212,-0.727103184
0.839654665,-0.087977438,-0.689426851
0.787533787,-0.034842126,-0.741851486
0.751872133,-0.024215064,-0.756723723
0.910977973,-0.066723314,-0.725739896
0.831425053,-0.055337175,-0.706715826
0.688778438,-0.049517593,-0.717126392
0.669576009,-0.103918032,-0.723137254
0.455606086,0.020823438,-0.745755448
0.441890065,-0.092278868,-0.748543992
0.441890065,0.024365793,-0.765832968
0.461092494,-0.061662808,-0.765832968
0.548875027,-0.118593499,-0.765832968
0.622941538,-0.114798119,-0.772649409
0.644887172,0.02664302,-0.812928384
0.683292029,-0.044710113,-0.812928384
0.740899316,-0.175271165,-0.814973317
0.65037358,-0.018142457,-0.859961833
0.793020195,-0.008780521,-0.859961833
0.883545932,-0.132256865,-0.956383502
0.932923606,-0.049770619,-1.037189322
1.034422159,-0.031299772,-1.07870765
1.086543038,-0.108472487,-1.084284739
1.168839162,-0.19652529,-1.084284739
1.267594511,-0.167174355,-1.084284739
1.297769756,-0.029528595,-1.084284739
1.462362005,-0.009033546,-1.054726168
1.437673167,-0.070265668,-1.037189322
1.308742573,-0.085447185,-1.037189322
1.171582366,-0.040155658,-1.037189322
1.023449343,-0.096833324,-1.037189322
1.113975079,-0.191717809,-1.037189322
1.188041591,-0.149968635,-1.037189322
1.193527999,-0.016118255,-1.037189322
1.273080919,0.012979654,-1.037189322
1.33343141,-0.016624305,-1.037189322
1.511739679,0.033474703,-1.037189322
1.5254557,0.102803634,-1.037189322
1.536428516,0.087875141,-1.033037489
1.508996475,-0.061662808,-0.990155873
1.415727534,-0.051035745,-0.990155873
1.229189653,-0.095315172,-0.990031938
1.124947896,-0.093290969,-0.98996997
1.064597405,-0.083422983,-0.98996997
0.93566681,-0.088736514,-0.98996997
0.847884278,-0.130991738,-0.98996997
0.735412908,-0.154776116,-1.003354983
0.718953683,-0.027757418,-1.037003419
0.680548825,0.008425199,-1.037003419
0.743642521,0.037017057,-1.037003419
0.69700805,0.025883944,-1.037003419
0.672319213,0.02613697,-1.029629268
0.713467275,-0.127449384,-0.98996997
0.57082066,-0.105436184,-0.98996997
0.461092494,-0.072036845,-0.98996997
0.406228412,-0.083676008,-0.989598164
0.370566758,-0.199561593,-0.989288326
0.343134716,-0.009539597,-1.033657166
0.296500246,0.037776133,-1.023184632
0.222433734,-0.105689209,-0.989102423
0.178542468,-0.066470288,-0.989102423
0.244379368,0.017787135,-0.9709459
0.186772081,-0.122894929,-0.942068974
0.211460918,-0.125931232,-0.942068974
0.225176939,-0.055337175,-0.942068974
0.233406551,-0.076338275,-0.942068974
0.104475957,-0.070265668,-0.942068974
0.041382261,-0.151739813,-0.942068974
0.002977403,-0.023202963,-0.982657787
-0.079318721,-0.028010443,-0.989102423
-0.079318721,-0.054325074,-0.987305361
-0.038170659,-0.127449384,-0.942254877
-0.029941046,-0.002454889,-0.971069836
0.12642159,-0.006756319,-0.942254877
0.37879637,-0.063433985,-0.895779137
0.488524536,-0.053059948,-0.895221428
0.622941538,-0.036360278,-0.89515946
0.535159006,-0.124160055,-0.895035525
0.323932287,-0.116316271,-0.937855174
-0.024454638,-0.141871826,-0.978010213
-0.611500323,-0.202597897,-1.069660372
-0.520974587,0.021582514,-1.063773445
-0.499028954,0.01753411,-0.992510644
-0.309747868,-0.018142457,-0.929551508
-0.334436705,-0.01206985,-0.885430539
-0.381071176,-0.035601202,-0.859342157
-0.285059031,-0.043698012,-0.825507818
-0.534690607,-0.036866329,-0.85686345
-0.441421667,-0.043698012,-0.825507818
-0.595041099,-0.026745317,-0.85977593
-0.715742081,-0.082916932,-0.836104287
-0.586811486,-0.065205162,-0.84341647
-0.520974587,-0.084688109,-0.78795542
-0.660877998,-0.041420784,-0.830837036
-0.518231383,0.049921347,-0.835112804
-0.488056137,-0.018395482,-0.753191566
-0.367355155,-0.081651806,-0.738629168
-0.441421667,0.038282184,-0.756661755
-0.789808592,-0.100122652,-0.767072321
-0.836443063,0.06535589,-0.777296983
-0.74866053,0.020570413,-0.707955179
-0.910509574,0.080537408,-0.534507717
-1.025724148,-0.412355866,-0.738629168
-0.863875104,0.793056638,-1.040349672
-1.025724148,1.747721074,-1.040349672
-1.097047456,1.569591267,-1.040349672
-1.102533864,1.869932291,-1.040349672
-1.001035311,0.398084153,-1.040349672
-1.239694071,0.519030243,-1.040349672
-1.215005234,1.450416353,-1.040349672
-1.116249885,1.330988414,-1.040349672
-1.286328541,1.299866303,-1.040349672
-1.247923683,-2.289297501,-1.040349672
-1.121736293,1.213837702,-1.040349672
-1.239694071,-0.618318456,-1.040349672
-1.1930596,-0.860969713,-1.040349672
-1.283585337,0.400614406,-1.040349672
-0.937941616,0.829745305,-1.040349672
-0.595041099,-2.874545008,-1.107398673
-0.951657636,0.144046757,-1.632636504
-1.212262029,0.512451586,-1.661885236
-0.847415879,-0.074820123,-1.661885236
-1.039440169,-1.235700175,-1.661885236
-1.097047456,-1.243037908,-1.661885236
-0.136926008,-0.571508776,-2.028176036
-0.674594019,-0.118846524,-2.196666086
-0.109493966,0.038788234,-1.929213693
0.526929394,-0.046734315,-1.995085309
-0.570352261,0.004376794,-2.088904336
-0.73494451,-0.046987341,-1.986099999
0.129164794,-0.060144656,-2.023900268
0.148367223,0.069404295,-1.835146796
-0.161614845,0.003111668,-1.879577603
0.310216267,-0.130485688,-1.878772024
0.373309962,-0.034336076,-1.958586361
0.543388618,-0.045216163,-1.898229867
0.472065311,-0.069000541,-1.914589327
0.606482314,-0.083676008,-1.948733504
1.056367792,-0.048252467,-1.938570809
0.559847843,-0.00827447,-1.909693883
0.858857094,-0.095568197,-1.90950798
0.584536681,-0.050529695,-1.941111483
0.447376474,-0.131750814,-1.915085069
0.480294923,-0.023455988,-1.92877992
0.359593941,-0.105183158,-1.899159382
0.702494458,-0.027757418,-1.944147898
0.707980867,-0.086712312,-1.937331456
0.768331358,-0.047999442,-1.94513938
0.408971616,-0.027757418,-1.924566119
0.469322107,-0.048505492,-1.935224556
0.376053166,-0.09809845,-1.895379355
0.096246344,-0.053819023,-1.896494772
-0.038170659,-0.093543995,-1.896494772
0.20597451,-0.069253566,-1.924690055
-0.156128437,-0.004732116,-1.943776092
-0.205506111,-0.038384481,-1.943776092
-0.243910969,-0.011310774,-1.942598707
-0.449651279,-0.099110551,-1.890050137
-0.205506111,-0.199561593,-1.889988169
-0.202762907,-0.091013742,-1.934542912
-0.33717991,-0.133015941,-1.971413665
-0.529204199,-0.086965337,-1.996572533
-0.405760013,0.011208477,-1.996572533
-0.435935259,-0.007515395,-1.966394286
-0.394787196,-0.081904831,-1.943466254
-0.482569729,-0.025986241,-1.943466254
-0.671850814,-0.037119354,-1.943466254
-0.721228489,-0.163378976,-1.961312938
-0.784322184,-0.232707907,-2.120569807
-0.984576086,0.190350386,-2.139469942
-0.839186267,0.15568592,-2.099934579
-0.787065388,0.125828936,-2.032265901
-0.803524613,-0.174512089,-1.978230107
-0.998292107,-0.156294268,-2.046146656
-0.984576086,-0.071277769,-2.248099238
-1.187573192,0.278909239,-2.143931613
-1.182086784,0.155432895,-2.143931613
-1.124479497,0.09065842,-2.143931613
-1.129965905,0.058524207,-2.143931613
-1.187573192,-0.090001641,-2.143931613
-1.162884355,-0.351123745,-2.143931613
-1.234207663,-0.108978538,-2.143931613
-1.236950867,-0.620342658,-2.143931613
-1.2588965,-0.485480176,-2.143931613
-1.247923683,-0.098857526,-2.143931613
-1.261639704,-0.426019232,-2.143931613
-1.332963011,-0.183874025,-2.143931613
-1.409772727,0.330779424,-2.143931613
-1.448177585,-0.23523816,-2.143931613
-1.343935828,1.804145715,-2.143931613
-1.231464458,2.663672641,-2.143931613
-1.215005234,2.507049983,-2.143931613
-1.264382908,2.311714456,-2.143931613
-1.313760583,2.493892668,-2.143931613
-1.335706216,2.304629748,-2.143931613
-1.300044562,1.793518652,-2.143931613
-1.319246991,1.345410856,-2.143931613
-1.330219807,1.605773884,-2.143931613
-1.324733399,1.455223834,-2.143931613
-1.368624665,0.686532989,-2.143931613
-1.360395053,1.347182033,-2.143931613
-1.41800234,0.649591296,-2.143931613
-1.376854278,-0.075326174,-2.143931613
-1.321990195,-0.525711198,-2.143931613
-1.341192624,-0.792146833,-2.143931613
-1.289071745,-0.824787096,-2.143931613
-1.220491642,-0.731673788,-2.143931613
-1.195802805,-0.932322846,-2.143931613
-1.187573192,-0.608197444,-2.143931613
-1.253410091,-0.430067637,-2.143931613
-1.363138257,-0.540386665,-2.143931613
-1.401543115,-0.536085235,-2.143931613
-1.434461565,-0.067735415,-2.143931613
-1.308274174,-0.124919131,-2.143931613
-1.250666887,0.135949947,-2.143931613
-1.256153296,0.358359181,-2.143931613
-1.220491642,0.595190857,-2.143931613
-1.212262029,0.743210655,-2.143931613
-1.173857172,0.901604489,-2.143931613
-1.154654743,0.711329467,-2.143931613
-1.168370763,0.761934526,-2.143931613
-1.138195518,0.804948826,-2.143931613
-1.064129006,0.879844314,-2.143931613
-1.105277068,1.000537379,-2.143931613
-1.116249885,0.97523485,-2.143931613
-1.245180479,0.929184246,-2.143931613
-1.184829988,0.796345966,-2.143931613
-1.116249885,0.834299761,-2.143931613
-1.061385802,1.026345959,-2.143931613
-0.970860065,1.2118135,-2.143931613
-1.003778515,1.2118135,-2.143931613
-1.014751332,1.194860805,-2.143931613
-0.932455207,1.19840316,-2.143931613
-0.446908075,0.31003135,-2.028733745
-0.22470854,0.018293185,-1.987587223
0.151110427,-0.028769519,-1.928470082
-0.243910969,-0.091013742,-1.865077172
0.326675492,-0.038637506,-1.837191728
0.203231305,-0.031805823,-1.85404693
0.628427947,-0.036613303,-1.801622295
0.691521642,-0.088736514,-1.778756231
0.760101745,-0.061156757,-1.77138208
0.765588154,-0.027757418,-1.835146796
0.820452236,-0.057108352,-1.823992618
0.793020195,-0.092531894,-1.810049896
0.954869239,-0.019154558,-1.802613777
1.031678955,-0.025227165,-1.802180004
1.092029446,-0.066217263,-1.758244938
0.760101745,-0.034336076,-1.80279968
0.727183296,-0.099616602,-1.781978549
0.768331358,-0.070012642,-1.879825474
0.241636163,-0.026998342,-1.865448978
0.134651202,-0.077350376,-1.837873372
0.008463812,-0.056855327,-1.835766472
0.274554613,-0.018901533,-1.832296283
-0.117723579,-0.035095152,-1.813458117
0.107219161,-0.052806922,-1.729615882
0.392512391,-0.069253566,-1.830685125
0.011207016,-0.083422983,-1.83712976
-0.027197842,-0.047240366,-1.885340595
-0.285059031,-0.078362477,-1.824240489
-0.073832312,-0.075326174,-1.898105931
0.200488101,-0.045216163,-1.985356388
0.241636163,-0.019154558,-1.978663881
0.145624019,-0.079880629,-1.863837819
0.227920143,-0.009792622,-1.945077413
0.101732752,-0.051794821,-2.005248004
-0.276829419,0.077501104,-1.802737713
-0.263113398,-0.164391077,-1.777950651
-0.156128437,0.067380093,-1.760971514
-0.850159083,-0.141871826,-1.724286664
-0.740430918,-0.111508791,-1.954000755
-0.394787196,0.032715627,-1.866688331
0.282784225,-0.06368701,-1.881436633
0.184028876,-0.089748615,-1.834960893
0.088016732,-0.038637506,-2.005929648
-0.51000177,-0.019660609,-2.014791023
-0.183560478,-0.168692507,-2.028176036
-0.614243527,0.064596814,-2.040507599
-1.11350668,-0.273698005,-1.79461995
-1.127222701,-0.582388864,-1.793194694
-0.78157898,-1.047449355,-1.793194694
-0.43044885,-0.427284358,-1.880569086
-0.38381438,-0.141871826,-1.783217902
0.266325001,-0.075579199,-2.008904096
-0.005252209,-0.063940035,-2.044101723
-0.825470246,0.184277779,-2.002149622
-0.290545439,-0.00776842,-1.593844753
-0.520974587,-0.13630527,-1.835580569
-0.235681357,-0.139847624,-1.937021618
-0.139669212,-0.066217263,-2.096712261
-0.202762907,-0.097592399,-2.052963097
-0.745917326,0.138986251,-2.000104689
-0.460624096,-0.072036845,-1.757873132
-0.562122649,-0.132762915,-1.747896339
0.109962365,0.029426298,-1.693798578
0.137394406,-0.076085249,-1.732342458
0.123678385,-0.084941135,-1.790034344
0.038639057,-0.092278868,-1.797098656
-0.586811486,-0.188175455,-1.865448978
-0.937941616,-0.057361378,-2.015968408
-0.721228489,-0.021937836,-2.018633017
-0.855645492,0.01323268,-2.018633017
-0.707512468,0.085597914,-2.018633017
-0.866618308,0.178964248,-2.018633017
-0.81449743,0.163023654,-2.018633017
-0.94068482,-0.033070949,-1.947060378
-0.995548903,-0.036613303,-1.940739677
-1.14642513,-0.011310774,-1.940739677
-1.168370763,-0.332146848,-1.940739677
-1.09979066,-0.245359172,-1.940739677
-1.162884355,0.189338285,-1.940739677
-0.858388696,1.11718204,-1.940739677
-0.638932365,0.744728806,-1.681467015
-1.047669781,-0.047493391,-1.435517398
-0.82821345,0.079272281,-1.35731422
-1.091561047,-0.215502187,-1.26039681
-1.212262029,-0.371365768,-1.283572712
-1.228721254,0.064596814,-1.283572712
-1.206775621,0.544079748,-1.283572712
-1.154654743,0.812033535,-1.283572712
-1.154654743,0.840372368,-1.283572712
-1.14642513,1.132616583,-1.283572712
-1.157397947,1.163991719,-1.283572712
-1.22597805,1.230537372,-1.283572712
-1.22597805,1.974937789,-1.283572712
-1.234207663,2.297292014,-1.283572712
-1.160141151,3.175795837,-1.283572712
-1.129965905,3.203628619,-1.283572712
-1.132709109,3.312935547,-1.283572712
-1.129965905,3.824552692,-1.283572712
-1.184829988,4.195234749,-1.283572712
-1.275355725,-3.199682511,-1.283572712
-1.357651849,-3.607559286,-1.283572712
-1.330219807,-3.33201474,-1.283572712
-1.242437275,-3.198417385,-1.283572712
-1.239694071,-3.04002355,-1.283572712
-1.269869316,-3.008901439,-1.283572712
-1.335706216,-0.342014834,-1.283572712
-1.075101823,1.681428447,-1.283572712
-1.108020272,1.58983329,-1.283572712
-1.190316396,1.460031314,-1.283572712
-1.206775621,1.392220535,-1.283572712
-1.17934358,1.477237034,-1.283572712
-1.138195518,1.624750781,-1.283572712
-1.129965905,1.677127017,-1.283572712
-0.685566835,2.292737559,-1.282085488
-0.630702752,0.552935633,-0.876445229
-0.926968799,0.083320686,-0.889768274
-0.81449743,0.053210676,-0.889768274
-0.663621202,-0.168692507,-0.923478678
-0.564865853,-0.063180959,-0.967909485
-0.778835776,0.017787135,-0.963014041
-0.614243527,0.01753411,-0.870248464
-0.353639134,0.0734527,-0.798675824
-0.548406628,-0.031805823,-0.794709894
-0.732201305,0.076742029,-0.801030595
-0.830956654,0.06965732,-0.783307846
-0.979089678,0.117732126,-0.762362779
-1.118993089,-0.083929034,-0.767506094
-1.075101823,-0.419946625,-0.783307846
-1.162884355,-0.268637499,-0.783307846
-1.047669781,-0.551519778,-0.783307846
-1.176600376,-0.723070928,-0.783307846
-1.239694071,-0.897658381,-0.783307846
-1.173857172,-0.597317356,-0.783307846
-1.1930596,-0.302036838,-0.783307846
-1.223234846,-0.713708992,-0.783307846
-1.212262029,-1.142839891,-0.783307846
-1.223234846,-0.855150132,-0.783307846
-1.129965905,0.194398791,-0.783307846
-1.17934358,0.192627613,-0.783307846
-1.055899394,0.867446074,-0.783307846
-1.116249885,0.615432881,-0.783307846
-1.176600376,0.40896424,-0.783307846
-1.116249885,0.604552793,-0.783307846
-1.014751332,0.589877326,-0.783307846
-1.149168334,1.328205136,-0.783307846
-1.182086784,1.25002032,-0.783307846
-0.90776637,1.526829992,-0.783307846
-0.699282856,1.64575188,-0.672323779
-0.918739187,0.182506602,-0.162020152
-0.578581874,0.292572605,-0.120749695
-0.649905181,-0.037119354,0.033239924
-0.323463889,-0.054831125,-0.009579725
-0.0656027,-0.012828926,0.079653696
0.063327894,-0.005238167,0.157547037
0.359593941,-0.107966437,0.089568521
0.584536681,-0.032817924,0.122039571
0.466578903,-0.049264568,0.070854289
0.513213373,-0.01206985,0.073147093
0.488524536,-0.051541796,0.165292993
0.787533787,-0.083676008,0.171923532
0.985044485,-0.043444986,0.157299166
0.924693994,-0.074820123,0.159158196
0.669576009,-0.026239266,0.138460999
0.954869239,-0.026492292,0.193612211
1.185298387,-0.058120454,0.204704421
0.886289136,-0.030793722,0.220939946
1.240162469,-0.10670131,0.236555795
1.045394976,-0.042685911,0.248329649
1.242905674,-0.093543995,0.13183046
1.218216836,-0.052806922,0.134433102
1.152379937,-0.015865229,0.140877738
1.259364898,-0.039396582,0.205200162
1.440416371,-0.031805823,0.143108573
1.284053736,-0.049770619,0.277020672
1.610495028,-0.025733216,0.199127332
2.172851876,-0.006756319,0.380258783
2.12896061,0.003870744,0.399716626
2.192054305,-0.142124851,0.421591208
2.378592186,-0.172740912,0.292822424
1.517226087,0.079272281,0.336571587
1.042651771,-0.057614403,0.558539722
0.233406551,-0.107207361,0.53771859
-0.194533294,-0.102652905,0.457470479
-0.468853708,-0.002707914,0.3729466
-0.485312933,-0.203609998,0.329879081
0.52418619,0.011967553,0.313395685
1.410241126,-0.075326174,0.343078191
2.310012083,0.003364693,0.271753422
1.865613013,-0.055590201,0.429956841
1.369093064,-0.01637128,0.543853388
0.806736216,-0.057361378,0.589647484
0.53790221,-0.095568197,0.54143665
0.123678385,-0.051035745,0.511940047
0.392512391,-0.188175455,0.461870183
0.211460918,-0.054578099,0.339236196
0.924693994,-0.080386679,0.351939565
1.415727534,-0.015612204,0.413411478
1.506253271,-0.165403178,0.364147193
1.245648878,-0.043444986,0.225463585
1.418470738,-0.047746416,0.256695282
0.573563864,0.029679324,0.146083021
0.987787689,-0.110496689,0.266114365
0.691521642,0.055740929,0.319468515
1.374579472,-0.008527496,0.479345061
0.779304174,0.030691425,0.60613088
0.274554613,-0.149462585,0.577811662
1.264851307,0.058018157,0.569012255
1.22096004,-0.055590201,0.679128776
0.817709032,-0.034842126,0.654217779
0.142880814,-0.119858625,0.282225955
-0.696539652,0.065102865,0.453380614
-0.507258566,0.002099567,0.589089775
0.181285672,0.038788234,0.757146051
0.167569652,-0.040661708,0.773133706
-0.389300788,-0.029022545,0.795194191
-0.608757119,-0.050023644,0.834171845
-0.74866053,-0.097339374,0.816696966
-0.973603269,-0.120111651,0.76458217
-0.946171228,-0.172487887,0.790236778
-0.704769264,-0.076338275,0.721576618
-0.230194948,-0.137823421,0.711785729
0.01395022,-0.135546194,0.675596619
0.400742003,-0.110243664,0.658431579
0.3321619,-0.125172157,0.658307644
0.225176939,-0.133268966,0.658307644
0.403485207,-0.164138052,0.658307644
0.247122572,-0.156547293,0.658307644
0.181285672,-0.114545094,0.658307644
0.170312856,-0.201838821,0.657935838
-0.219222132,0.019811337,0.623605758
-0.22470854,-0.110496689,0.587292713
0.04686867,-0.000430686,0.562443684
-0.265856602,-0.018901533,0.670763142
-0.394787196,-0.215249161,0.591444546
-0.707512468,0.041065462,0.5739077
-0.490799341,-0.019154558,0.682536997
-0.921482391,-0.301277762,0.560398752
-0.680080427,-1.309330535,0.357950428
-0.422219238,0.09495985,0.255579864
-0.389300788,0.157710123,0.566037808
-1.022980944,-0.247636399,0.665309989
-0.951657636,-1.329066508,0.557114466
-0.891307145,-0.684611083,0.33650962
-1.140938722,0.687798115,0.195161402
-1.135452314,0.686026938,0.195161402
-1.17934358,0.308260173,0.195161402
-1.080588231,0.141263479,0.195161402
-0.850159083,0.117226076,0.195161402
-0.54292022,-0.051541796,0.195347305
-0.364611951,0.05194555,0.292698489
-0.874847921,0.018546211,0.401823526
-0.90776637,-0.14541418,0.429089294
-1.009264923,-0.204622099,0.429089294
-1.025724148,-0.043698012,0.356153366
-1.160141151,-0.174765114,0.368299026
-0.918739187,-0.009286572,0.3478497
-0.858388696,0.708293164,0.3478497
-0.811754225,0.319140261,0.3478497
-0.754146938,-0.378450476,0.3478497
-0.830956654,-0.481431771,0.3478497
-0.836443063,-0.374908122,0.3478497
-0.778835776,-0.187669404,0.3478497
-0.729458101,-0.399957627,0.3478497
-0.718485285,-0.119858625,0.3478497
-0.57583867,-0.059638605,0.339731938
-0.740430918,-0.12770241,0.294867357
-0.844672675,-0.009539597,0.295177195
-0.729458101,0.062066561,0.371955117
-0.726714897,-0.166162254,0.32963121
-0.710255672,-0.042685911,0.306765146
-0.65539159,-0.186404278,0.166408411
-1.064129006,0.843914722,0.053193508
-0.745917326,0.725751909,0.053193508
-0.611500323,0.461087451,0.175517656
-0.723971693,-0.13250989,0.23376725
-0.830956654,-0.084688109,0.158166713
-0.718485285,0.01373873,0.178616039
-0.452394483,-0.128967536,0.209351995
-0.740430918,-0.010804723,0.157299166
-0.699282856,-0.093037944,0.157299166
-0.649905181,-0.039649607,0.157299166
-0.597784303,-0.041420784,0.204084744
-0.493542545,-0.035854228,0.200428653
-0.334436705,-0.103158956,0.211211024
-0.364611951,-0.081145755,0.146702697
-0.268599806,-0.060903732,0.136725905
-0.232938152,0.013485705,0.152279786
-0.062859496,-0.082410882,0.117701835
-0.027197842,-0.038131455,0.134123264
-0.093034741,-0.12820846,0.178925877
0.049611874,0.169602312,0.13183046
0.096246344,0.235135863,0.13183046
0.052355078,0.253606709,0.13183046
-0.038170659,0.232858635,0.13183046
0.09350314,0.047391094,0.13183046
-1.530473709,-0.294699104,0.070482483
-1.530473709,-0.287108345,0.034727147
-1.530473709,-0.29115675,0.054123023
-1.530473709,-0.292421876,0.0589565
-1.530473709,-0.293940028,0.067074262
-1.530473709,-0.307603394,0.12972356
-1.530473709,-0.290144649,0.048545934
-1.530473709,-0.29115675,0.054123023
-1.530473709,-0.293180952,0.063294236
-0.01896823,-0.228912527,0.131644557
-0.156128437,0.531934534,0.13183046
-0.071089108,-0.547471373,0.13183046
-0.537433812,0.085091863,0.229429515
-0.320720685,-0.079627604,0.317361615
